"","data","Abbott","AbbVie","Var.4","Adobe","Alphabet","Amazon","Apple","ATANDT","BankOfAmer","BerkshireHathaway","Broa","Chevron","Ci","C","Co","Cos","Danaher","EliLilly","Exxon","F","HomeDepot","Intel","JhonsonANDJhonson","JPMorganChase","Maste","Medtron","Me","M","MorganStanley","Netflix","NexteraEnergy","Nike","Nvidia","Or","Paypal","Pepsi","Pfizer","Pr","Salesfo","Tesla","TexasInstruments","ThermoFisher","TMobile","Unitedhealt","UPS","Verizon","Visa","Wallmart","WaltDisney","WellsFargo"
"1","09/03/2021",0.00349609958708478,-0.00357718142139867,0.0068096064870608,0.0029296235732182,0.0038478354983401,0.00430187505123828,0.00422147079262147,-0.00289855275401142,0.000731083254202639,-0.0104100062899002,0.0116818564054704,-0.00225409931507159,-0.00184951713083715,-0.000704845844159177,-0.0004859480131265,0.00342169426011762,0.00301268567576326,-0.000154112887995321,-0.0038199227895701,0.00260797976278197,0.0079018159748661,-0.00410295241751681,0.000628625331441996,-0.00606346599084724,-0.00308139522769146,-0.000742500776612927,0.00181370693584507,-3.32065948327458e-05,-0.00554812978557048,0.00335855389147562,-0.0091770406499255,-0.00232444440357419,0.0197623531870857,0.00222469502211111,0.0125293115754406,0.000891606223885988,0,0.000694444472352782,0.0110311153793432,0.00160986691976286,0.002478316014467,0.00465781819184834,-0.00095542578832973,-0.00200810396218632,-0.00429803710723573,0.00252890308187163,0.0041398710331228,0.00463383522826102,-0.00474012903194106,-0.00901516135002932
"2","09/02/2021",0.00851933715732646,-0.00222925768900181,0.00913248356327269,-0.00187895104620857,-0.0111908663216671,-0.00457497931408095,0.00744712090840126,0.0164147402550899,-0.00413575580375473,-0.00316780289130953,-0.00255822119905798,0.0206811217484368,0.00826520687308161,0.00141018884642257,0.00992765904539805,0.00970045427181081,0.011623273961666,0.00839512058636158,0.0240709830388673,-0.0178790760733732,0.0125888241784391,0.0011173185519926,0.00682596507039989,0.00462240813048934,-0.0240005730192696,0.00416512316537612,0.0122636892518321,-0.002255465482339,0.00497275577660143,0.0110711694454099,0.0132698955710989,-0.00542303982690931,-0.00200727145479261,-0.0016689850883883,-0.0042636536246998,-0.00609796719058927,0.0172269548758347,0.000764446334874638,-0.0156631744645739,-0.00231847793560971,0.00561204353060015,0.00665373865109555,-0.0117575385921706,0.0151240606621634,0.00907277061589081,0.00635037968271388,-0.0261516114021434,0.00526423568394887,-0.00886850943120432,0.0254501352470633
"3","09/01/2021",0.00811763136747366,-0.0730640244090671,0.00397355443797875,0.0032942515820767,0.0026089598189149,0.00236266241688942,0.00446869377399586,-0.00842341548978905,-0.0135039428488752,0.000232585185372163,-0.00817880706467985,-0.0110142426850361,0.000338810777423672,0.00672568906968504,0.00755216198235692,0.00225874812319311,0.0105561309185957,-0.00345168951747542,-0.0138519160067452,0.00701314879499901,-0.0078175892891329,-0.00724035465956404,0.00351717144078968,-0.00143898420050632,0.00960053364188673,0.00515599871920703,-0.00144290705168001,-0.000165642444598674,-0.00114975580357751,0.0223764178689277,0.0159455336223183,-0.00109322816840096,0.00249855124851065,0.00915798225391631,-0.00663876892993735,0.0096723630304276,-0.000651395094143722,0.010131798930407,0.0114321228577818,-0.00221797466096983,-0.0135001786685178,0.012125485501991,0.00524094954179927,0.00259111010831464,0.00392827584714501,-0.00109150456534317,0.00444232253564289,-0.00216303991325156,0.0119525519681657,-0.050487446188758
"4","08/31/2021",0.00340850870999289,0.00174021175053571,-0.00130649107009629,-0.00344441526076831,-5.15585283936029e-05,0.014282723688708,-0.00846045381054778,0.00695336744850019,0.00215801546403869,0.000418789703894297,-0.00337315850406077,-0.016602143984823,-0.00186204031794512,0.00231131759042955,0.0161146439214304,-0.000965526396572769,-0.00875353040909965,-0.015444025751784,-0.011670446096769,-0.00336824696106126,-0.00281655831556657,0.00222222313671774,-0.00305660724151439,-0.00305877450632514,-0.0195063958619327,-0.00269340279539537,-0.00274887273035214,-0.00564851948592045,0.00326108096408026,0.00530224869757934,0.000476360613985797,-0.0197740613767479,-0.0134450586567882,-0.00358383181210227,0.000658430533378119,0.00249688019858715,-0.014866157656042,-0.00378522812812075,0.00113156318652244,0.00655927840763444,-0.00272009374179742,-0.0064303127775142,-0.0064018842245031,-0.00486479025972167,0.00831541594660948,0.00419058643684095,-0.00925429670642641,0.00270453173641907,0.00730738415500298,-0.0576081060514439
"5","08/30/2021",0.0107772567498246,0.00824489367646108,0.00398418747232855,0.0112797626328266,0.00633751517756351,0.0212496180882295,0.0299637954209853,0.00367918001482786,-0.0197273182938943,-0.00274453154482366,0.00593067890328812,-0.00253768597841476,0.00186204031794511,0.00947874395454374,0.00520528419030183,0.0123364359272647,0.0244862181852203,0.0098073804519488,-0.0109980374763614,0.0213206180354259,0.0114378322326698,0.000927385766178443,0.00421247629466827,-0.0161368613334761,-0.0075623261721495,0.000224173361671051,0.00261780254207888,0.012829401406478,-0.0129809973974065,0.0129056986343256,0.00645317727002955,0.00268168570471008,0.00229459106943951,0.00111856834929132,0.0357836343429114,0.00681806204578067,0.0034275954722675,0.00434722322545525,-0.00587019559621037,0.0263247876063558,0.00476503061570559,0.0181028212858452,-0.00347473927140884,-0.00109908500300135,0.00366631791232569,0,-0.00629420943297969,0.00802125162672024,-0.000888592749794293,-0.0285093631335891
"6","08/27/2021",-0.00703833986083645,-0.00683392942196241,0.00726580062593857,0.00935235017005745,0.0169360476150219,0.0100906547029294,0.00715880682750254,0.00406279413878753,0.0106472081179698,0.00275616709608714,0.0207814503417293,0.0145004072387796,-0.00304517237516659,0.00197859584290044,0.00675678246287969,0.00228978035910012,0.00238453928248964,-0.00602607999321279,0.0191895823257278,0.0223886910866732,0.0058927689671507,0.0142031914825534,-0.00213730838372957,0.00800496885431829,0.00810063843458583,0.00329366268259419,-0.00353241683462067,0.00210417405336019,0.0153856539690037,0.01586991396574,-0.0047841258572944,0.00394619346178869,0.0254129638700931,0.00707589856332533,0.0170671775711602,0.00200277871641741,-0.0165996575990392,-0.000772661858409971,-0.00471628363358652,0.0152294391942609,0.0134748003041556,-0.00773649071606907,0.00579795797279689,0.00457151859453168,0.00487476980482337,0.00310871604477059,0.00936946903039027,-0.00564877127309001,0.0200735644071156,0.0153755810738201
"7","08/26/2021",0.0058351150736318,0,-0.000629996870852619,-0.00673701552845474,-0.00580203891624688,0.00508528452657396,-0.00554242716523398,-0.0150599724174591,-0.00261313843911406,-0.00612249888018119,0.00480834646684121,-0.0131816142502784,-0.00253057916571705,-0.00949742825692766,-0.00810267768623481,-0.00426411466281781,-0.00357468004748003,-0.00971084765070914,-0.0136155321118974,-0.0109448804669447,-0.0074377434733958,-0.0127175830384764,-0.00535206871325341,0.00514458629942261,-0.0175295235321176,-0.00880865653861171,-0.00650874466486978,-0.00971559796669183,-0.00240465657159715,0.00462786650869056,-0.00855416883002149,-0.0173421616716489,-0.00654910766530099,0.0011277772707682,-0.014765101089584,-0.00367944126177925,-0.00274001646819046,-0.00175383257274435,0.0262575617919896,-0.014217577845349,-0.000638196054209187,0.00852074011108289,-0.0164363561778527,-0.00690902711265276,-0.00264777041224306,-0.00602576460366966,-0.00893962033051171,-0.0108671043450532,-0.00986284659747432,-0.00488103470591441
"8","08/25/2021",-0.00607418747386205,0.00599801864855363,0.00761650404355795,-0.00066969044541183,0.00386545355379055,-0.00199849876356516,-0.00845699382286875,-0.00072886300602779,0.0160233010865379,0.00383290506719443,0.00410431321149214,0.00682457448867087,0.00050560378594568,0.00107066391384024,-0.00084026557334448,-0.00124028276624525,-0.00365551154568357,0.00417743278015136,0.00180472887821786,0.0078485210078008,-0.00314436585714101,0,-0.00663580033523251,0.0204031058321971,-0.00743539104145166,0.0148250693621567,-0.00839852471933749,-0.00201776361398315,0.00965351641908357,-0.0105905675637811,0.00462442277846156,-0.000823965675479478,0.0190888857618113,0.000790201542500883,-0.00653268654889112,-0.00443602257547113,-0.0181462899830513,-0.00356830884131607,0.00457244653629425,0.00381773949460873,0.00143651430624561,-0.004387528998831,-0.0187000774329844,-0.00870550478040375,-0.00207178817567136,-0.00145533953283767,-0.00706898387396938,0.000402873838793644,-0.00089691132196871,0.0190481949706944
"9","08/24/2021",-0.00270550017818379,0.00267737777071639,-0.00605578579650502,0.000578342608008225,0.00916414994814977,0.0121462617956094,-0.000601343017486403,-0.00254684510960325,0.0138368514200193,0.0133226231356482,-0.00211644682065085,0.0114098991844612,0.0132362360059916,-0.00764788076287236,-0.00452527379128721,-0.00692609086009394,0.00635101545012308,-0.0190359882243129,0.00816183001863293,0.00592708153403801,-0.00870316844302352,0.0108371763166624,-0.0125780695091892,0.00617109188741526,0.00213063349324403,0.0313375576123068,-0.008456168262246,-0.00668568367107857,0.0090621813840096,0.000144568733648869,-0.00308532343953666,0.00153076273635608,-0.00754272049886662,-0.00641641195013144,0.00909276871587149,-0.0124945846794111,-0.0315355193306366,-0.00813832614090505,-0.00330655074609327,0.00309586829020975,-0.000159714643510424,-0.00384371790427385,-0.000280662365019362,-0.00459489244640417,0.00139798609249089,-0.00742555254746576,0.000427003721420454,-0.0103558633860908,0.00454890852636899,0.0156302025401645
"10","08/23/2021",-0.00380711119736423,0.0045343935278555,0.000811334689997891,0.0145992471843181,0.0190499667715971,0.0203910050308211,0.0102048552596582,-0.00181521197056246,0.0132875970764577,-0.0117124814884905,0.0152046537239542,0.0254424025550438,0.00548134294626272,-0.00353732240085113,0.00654309858893589,-0.00888486236927056,-0.00912278259006511,-0.0114715493327272,0.0403213003656404,0.0110140586512957,-0.00456635698636524,0.0231861393996849,-0.0102507549327174,0.0127161176569908,0.0168160387156676,-0.0109916734781025,-0.00382020074937311,0.000952365386181253,0.01479171037607,0.0117251686407227,-0.0220304199190441,0.0114368228325179,0.0534096160423912,0.00202179109642357,0.0146200371112575,-0.0031625579806481,0.0245324011108763,-0.00511333341864973,0.0169945055917719,0.0375649983818063,0.0154501222535202,-0.00431560514868591,0.00513452860046981,-0.010174693364344,-0.00124275078132045,-0.00180277676371671,0.0119442880811265,-0.00662473439719213,0.0144001581269475,0.00399874256916783
